age,bmi,daily_income_inr,children,smoker_tobacco,occupation,tier_city,recommended_policy
56,21.5,936,3,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
18,27.9,278,0,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
34,21.7,482,2,No,Farmer (Kisan),Tier-1,PMJJBY (Life Cover - ₹436/year)
42,22.2,1196,0,Yes,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
20,22.4,359,2,Yes,Small Shopkeeper,Tier-1,PMJJBY (Life Cover - ₹436/year)
32,25.2,1379,1,Yes,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
46,25.6,1087,1,No,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
49,13.3,667,1,No,Small Shopkeeper,Tier-1,Micro-Endowment (Chota Bachat)
43,27.6,1052,1,No,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
33,29.0,661,3,Yes,Small Shopkeeper,Tier-1,Micro-Endowment (Chota Bachat)
42,20.3,1053,0,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
45,20.6,316,2,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
26,22.4,563,2,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
18,21.4,665,3,No,Street Vendor (Rehdi),Tier-2,Micro-Endowment (Chota Bachat)
46,24.8,383,1,Yes,Farmer (Kisan),Rural,PMJJBY (Life Cover - ₹436/year)
39,17.2,859,0,Yes,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
33,20.1,1389,1,No,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
58,29.4,274,3,No,Security Guard,Rural,Gramin Dak Sevak (Rural Postal Life)
58,20.8,1025,2,Yes,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
24,28.4,1495,3,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
31,25.2,702,2,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
46,17.7,994,0,Yes,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
36,26.2,786,2,Yes,Security Guard,Tier-2,Micro-Endowment (Chota Bachat)
36,23.6,855,0,No,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
19,22.4,899,1,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
58,24.9,834,1,Yes,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
32,25.7,1043,3,Yes,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
20,26.5,1474,0,Yes,Small Shopkeeper,Rural,Gramin Dak Sevak (Rural Postal Life)
28,28.1,1034,1,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
47,25.4,1353,0,Yes,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
57,19.2,963,1,No,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
35,22.3,557,1,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
19,34.3,891,2,No,Farmer (Kisan),Rural,PMSBY (Accidental Cover - ₹20/year)
49,26.5,821,3,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
25,32.3,681,2,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
39,28.9,1179,0,No,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
23,24.8,1301,1,No,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
29,25.1,1177,3,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
57,23.9,489,1,Yes,Street Vendor (Rehdi),Tier-1,Micro-Endowment (Chota Bachat)
53,17.9,951,1,Yes,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
32,24.1,222,2,No,Farmer (Kisan),Tier-1,PMJJBY (Life Cover - ₹436/year)
45,28.2,1005,0,No,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
35,21.9,371,3,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
19,25.4,1034,3,No,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
30,27.0,517,3,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
32,20.8,1107,0,No,Daily Wage Laborer (MNREGA),Tier-2,Gramin Dak Sevak (Rural Postal Life)
37,22.4,997,3,Yes,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
46,20.4,1190,0,No,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
59,21.1,1054,3,No,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
46,19.5,1416,1,No,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
20,20.8,880,0,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
36,29.0,1115,2,No,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
20,20.8,1341,3,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
31,24.4,1229,2,Yes,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
57,22.2,1042,0,Yes,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
21,28.1,682,1,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
28,28.6,331,2,Yes,Farmer (Kisan),Rural,PMJJBY (Life Cover - ₹436/year)
48,27.0,1316,2,No,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
49,25.1,1060,1,Yes,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
44,23.2,493,1,Yes,Security Guard,Rural,PMJJBY (Life Cover - ₹436/year)
47,19.8,840,0,Yes,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
19,30.8,1199,3,Yes,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
26,21.3,591,2,Yes,Daily Wage Laborer (MNREGA),Rural,PMJJBY (Life Cover - ₹436/year)
45,26.3,448,2,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
48,27.7,902,0,Yes,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
51,22.1,1366,3,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
32,27.6,1460,0,No,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
42,26.7,486,2,No,Street Vendor (Rehdi),Tier-1,PMJJBY (Life Cover - ₹436/year)
53,30.0,476,2,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
25,22.4,586,1,No,Farmer (Kisan),Tier-2,Gramin Dak Sevak (Rural Postal Life)
26,19.5,649,1,Yes,Small Shopkeeper,Tier-1,Gramin Dak Sevak (Rural Postal Life)
54,22.2,490,3,Yes,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
56,24.7,1392,2,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
49,24.2,642,2,Yes,Security Guard,Tier-1,Micro-Endowment (Chota Bachat)
34,22.6,855,1,No,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
52,17.3,1407,0,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
54,25.6,1268,0,No,Small Shopkeeper,Rural,Saral Jeevan Bima (Standard Term)
36,30.9,1026,2,Yes,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
46,25.6,1491,2,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
24,26.1,675,3,No,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
45,26.0,452,3,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
26,25.4,488,1,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
45,27.3,1435,2,Yes,Street Vendor (Rehdi),Tier-2,Gramin Dak Sevak (Rural Postal Life)
23,25.4,1199,0,Yes,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
46,22.9,220,3,Yes,Farmer (Kisan),Tier-1,Gramin Dak Sevak (Rural Postal Life)
34,21.2,515,1,Yes,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
33,23.1,763,1,Yes,Street Vendor (Rehdi),Tier-2,Micro-Endowment (Chota Bachat)
40,25.1,1456,0,Yes,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
48,22.9,322,3,No,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
20,25.1,1073,0,No,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
38,25.5,1159,1,Yes,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
43,26.9,413,2,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
53,28.5,1038,0,No,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
59,24.3,846,1,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
54,19.4,1167,2,No,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
39,22.8,929,2,Yes,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
59,24.2,799,3,Yes,Street Vendor (Rehdi),Rural,Gramin Dak Sevak (Rural Postal Life)
29,17.6,991,3,Yes,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
59,28.9,239,1,Yes,Small Shopkeeper,Rural,Gramin Dak Sevak (Rural Postal Life)
30,24.5,951,0,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
28,25.3,1142,2,No,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
33,28.8,847,3,Yes,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
25,21.8,381,3,No,Farmer (Kisan),Tier-2,PMJJBY (Life Cover - ₹436/year)
57,26.0,464,0,No,Security Guard,Rural,Gramin Dak Sevak (Rural Postal Life)
57,23.6,970,3,Yes,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
19,23.4,1062,1,No,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
47,21.3,631,0,Yes,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
47,29.8,1419,2,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
29,22.7,708,1,Yes,Security Guard,Tier-2,PMSBY (Accidental Cover - ₹20/year)
27,26.4,646,2,Yes,Street Vendor (Rehdi),Tier-1,Micro-Endowment (Chota Bachat)
28,17.4,727,2,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
32,28.1,1425,3,No,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
33,27.7,1074,1,Yes,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
34,24.3,1356,1,No,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
43,23.2,1362,0,No,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
19,25.4,868,1,Yes,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
29,32.0,1046,0,No,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
43,17.8,269,1,No,Security Guard,Rural,PMJJBY (Life Cover - ₹436/year)
40,26.7,1015,2,Yes,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
35,20.8,1238,0,No,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
49,23.9,1435,1,No,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
55,23.1,1283,0,No,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
20,22.5,1475,3,No,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
55,24.0,645,3,Yes,Security Guard,Tier-1,Micro-Endowment (Chota Bachat)
20,20.0,1225,0,Yes,Auto/Taxi Driver,Rural,Micro-Endowment (Chota Bachat)
47,27.6,218,0,No,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
18,17.7,760,2,No,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
47,25.9,1301,1,Yes,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
49,22.9,671,3,Yes,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
45,19.9,227,3,No,Small Shopkeeper,Tier-2,PMJJBY (Life Cover - ₹436/year)
38,24.7,759,1,Yes,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
30,18.6,807,3,Yes,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
44,24.1,1388,3,No,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
53,19.0,657,0,No,Farmer (Kisan),Tier-1,Gramin Dak Sevak (Rural Postal Life)
24,25.6,1144,3,No,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
39,20.8,1399,3,No,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
27,22.4,1183,3,Yes,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
56,25.0,1067,1,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
32,21.3,1215,2,Yes,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
32,23.8,228,0,No,Small Shopkeeper,Tier-2,PMJJBY (Life Cover - ₹436/year)
21,18.7,868,2,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
49,26.2,1025,3,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
40,30.2,1015,3,No,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
23,33.8,478,3,Yes,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
41,24.3,482,2,No,Security Guard,Rural,PMJJBY (Life Cover - ₹436/year)
37,26.8,1202,1,Yes,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
54,17.8,504,1,Yes,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
37,29.3,893,0,Yes,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
29,26.7,308,2,No,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
50,22.3,523,1,No,Street Vendor (Rehdi),Rural,Gramin Dak Sevak (Rural Postal Life)
45,28.3,1429,0,Yes,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
25,23.1,1457,3,Yes,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
18,22.4,657,3,No,Street Vendor (Rehdi),Tier-2,Micro-Endowment (Chota Bachat)
54,25.7,1410,0,Yes,Small Shopkeeper,Rural,Saral Jeevan Bima (Standard Term)
39,20.3,681,1,No,Security Guard,Tier-1,Micro-Endowment (Chota Bachat)
23,27.6,1121,2,No,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
38,20.3,719,0,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
49,20.3,1276,1,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
52,20.8,1422,0,No,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
32,26.7,590,1,No,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
22,21.8,970,3,Yes,Auto/Taxi Driver,Tier-2,Gramin Dak Sevak (Rural Postal Life)
23,19.3,1112,0,Yes,Small Shopkeeper,Rural,Saral Jeevan Bima (Standard Term)
42,21.9,1395,2,Yes,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
57,23.9,285,0,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
46,19.9,757,3,No,Street Vendor (Rehdi),Rural,Gramin Dak Sevak (Rural Postal Life)
24,20.0,1057,3,Yes,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
57,31.4,1409,1,No,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
30,21.0,1379,3,No,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
55,22.9,865,1,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
35,22.7,1353,3,Yes,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
19,22.5,1042,1,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
25,26.2,1304,2,No,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
28,27.3,494,1,Yes,Street Vendor (Rehdi),Rural,PMJJBY (Life Cover - ₹436/year)
50,22.9,468,1,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
55,19.7,844,2,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
44,28.5,734,1,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
37,23.7,287,1,No,Farmer (Kisan),Tier-2,PMJJBY (Life Cover - ₹436/year)
29,30.1,1124,2,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
48,16.1,310,3,Yes,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
44,24.7,783,0,No,Small Shopkeeper,Tier-2,Micro-Endowment (Chota Bachat)
49,30.7,1377,1,Yes,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
27,22.8,968,3,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
20,23.2,1379,0,No,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
44,25.0,437,2,No,Security Guard,Tier-2,PMJJBY (Life Cover - ₹436/year)
52,22.0,533,1,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
48,22.9,305,1,Yes,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
32,22.8,581,2,No,Security Guard,Tier-1,Micro-Endowment (Chota Bachat)
33,21.8,888,1,Yes,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
30,28.3,460,0,Yes,Security Guard,Tier-2,PMJJBY (Life Cover - ₹436/year)
52,25.6,854,0,No,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
28,24.9,1019,2,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
38,26.8,908,1,Yes,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
28,23.1,675,3,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
47,21.3,1448,1,Yes,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
52,21.9,1106,2,Yes,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
39,24.0,754,3,Yes,Street Vendor (Rehdi),Tier-2,Micro-Endowment (Chota Bachat)
55,20.3,862,0,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
48,22.2,774,0,No,Street Vendor (Rehdi),Tier-2,Micro-Endowment (Chota Bachat)
31,22.2,841,3,No,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
41,31.4,662,3,Yes,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
49,14.3,1054,2,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
53,23.4,1437,1,No,Daily Wage Laborer (MNREGA),Tier-2,PMJJBY (Life Cover - ₹436/year)
49,30.0,784,0,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
32,24.4,1142,1,No,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
52,26.6,815,0,No,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
20,24.3,357,1,No,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
33,21.7,471,0,No,Street Vendor (Rehdi),Rural,PMJJBY (Life Cover - ₹436/year)
22,16.2,1461,1,No,Street Vendor (Rehdi),Rural,PMJJBY (Life Cover - ₹436/year)
38,24.7,869,2,No,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
27,21.3,820,0,No,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
36,21.2,720,2,Yes,Small Shopkeeper,Tier-1,Micro-Endowment (Chota Bachat)
42,22.3,258,0,No,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
21,30.1,903,0,No,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
46,32.4,847,0,Yes,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
36,24.8,1474,1,Yes,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
19,22.4,1090,0,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
27,19.9,635,2,No,Small Shopkeeper,Rural,Gramin Dak Sevak (Rural Postal Life)
42,25.6,345,1,Yes,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
37,30.2,1058,1,Yes,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
36,23.1,1177,0,No,Small Shopkeeper,Rural,Saral Jeevan Bima (Standard Term)
40,15.7,444,3,Yes,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
41,26.3,500,1,Yes,Street Vendor (Rehdi),Rural,Gramin Dak Sevak (Rural Postal Life)
28,27.4,637,0,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
51,18.4,1067,2,No,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
45,24.6,299,3,Yes,Small Shopkeeper,Tier-2,PMJJBY (Life Cover - ₹436/year)
22,25.6,924,1,Yes,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
22,23.7,1013,3,No,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
38,21.2,679,1,Yes,Security Guard,Tier-1,Micro-Endowment (Chota Bachat)
29,27.6,614,3,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
21,22.6,364,3,Yes,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
59,18.8,1173,2,Yes,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
37,16.8,1344,3,Yes,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
55,28.4,287,2,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
42,26.2,1440,0,Yes,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
31,24.3,772,1,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
28,22.5,1013,2,Yes,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
49,22.1,378,1,No,Security Guard,Rural,PMJJBY (Life Cover - ₹436/year)
28,20.2,362,2,No,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
35,22.5,792,1,No,Street Vendor (Rehdi),Tier-2,Micro-Endowment (Chota Bachat)
44,16.6,1205,2,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
35,21.4,1393,1,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
40,22.9,500,0,No,Street Vendor (Rehdi),Tier-1,PMSBY (Accidental Cover - ₹20/year)
28,26.1,573,1,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
38,23.9,907,0,Yes,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
22,26.8,402,0,Yes,Street Vendor (Rehdi),Rural,Gramin Dak Sevak (Rural Postal Life)
40,28.7,246,0,Yes,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
58,27.7,662,3,No,Street Vendor (Rehdi),Rural,Gramin Dak Sevak (Rural Postal Life)
42,25.6,607,1,No,Security Guard,Tier-2,Micro-Endowment (Chota Bachat)
58,24.0,1417,3,No,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
27,20.6,626,3,Yes,Street Vendor (Rehdi),Tier-1,Micro-Endowment (Chota Bachat)
39,26.6,1129,1,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
36,29.9,516,0,Yes,Farmer (Kisan),Tier-1,Gramin Dak Sevak (Rural Postal Life)
18,25.2,620,3,No,Farmer (Kisan),Tier-1,Gramin Dak Sevak (Rural Postal Life)
24,30.7,1492,3,Yes,Street Vendor (Rehdi),Rural,Gramin Dak Sevak (Rural Postal Life)
21,18.7,462,2,Yes,Auto/Taxi Driver,Tier-1,Saral Jeevan Bima (Standard Term)
18,20.0,365,1,No,Farmer (Kisan),Rural,PMJJBY (Life Cover - ₹436/year)
32,27.0,627,3,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
57,24.9,596,1,No,Street Vendor (Rehdi),Tier-2,Micro-Endowment (Chota Bachat)
29,28.6,1439,1,Yes,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
39,23.9,995,3,Yes,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
39,21.0,306,1,Yes,Street Vendor (Rehdi),Tier-1,PMJJBY (Life Cover - ₹436/year)
34,23.3,297,0,No,Farmer (Kisan),Tier-1,PMJJBY (Life Cover - ₹436/year)
46,18.6,1453,3,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
31,20.0,1480,3,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
37,27.4,242,3,Yes,Security Guard,Rural,PMJJBY (Life Cover - ₹436/year)
50,27.1,441,2,No,Security Guard,Tier-1,Gramin Dak Sevak (Rural Postal Life)
32,25.3,294,2,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
29,18.0,387,2,Yes,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
57,22.7,584,2,No,Small Shopkeeper,Tier-2,Micro-Endowment (Chota Bachat)
37,19.7,1018,3,Yes,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
47,28.1,1390,0,No,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
